SecurityID,DateTime,PreClosePx,OpenPx,HighPx,LowPx,LastPx,Volume,Amount,IOPV,fp_Volume,fp_Amount,UpRate,Mean5,Mean10,Mean20,Mean30,EMA12,EMA26,DIF,DEA,MACD
600210,2014-01-02,3.25,3.22,3.24,3.19,3.21,5464860,17519171.0,0.0,,,-0.012307692307692318,,,,,3.21,3.21,0.0,0.0,0.0
600210,2014-01-03,3.21,3.2,3.2,3.11,3.12,6233108,19614954.0,0.0,,,-0.028037383177570048,,,,,3.16125,3.1632692307692305,-0.0020192307692306066,-0.0011217948717947815,-0.0017948717948716502
600210,2014-01-06,3.12,3.12,3.12,3.02,3.03,7210029,21981720.0,0.0,,,-0.028846153846153938,,,,,3.1100230946882217,3.1153868900936414,-0.005363795405419758,-0.002860319680657476,-0.005006951449524563
600210,2014-01-07,3.03,3.02,3.07,3.0,3.05,4267357,12978616.0,0.0,,,0.006600660066006607,,,,,3.0910761494252874,3.097107573003067,-0.006031423577779638,-0.003934541868029482,-0.004193763419500311
600210,2014-01-08,3.05,3.06,3.08,3.01,3.03,5558044,16867794.0,0.0,,,-0.006557377049180335,3.088,,,,3.074481977911169,3.0815450500318327,-0.007063072120663705,-0.004865208887494683,-0.004395726466338044
600210,2014-01-09,3.03,3.03,3.04,2.98,2.99,5346100,16096290.0,0.0,,,-0.013201320132013068,3.044,,,,3.053948412698412,3.0632093066475825,-0.009260893949170512,-0.006056683934570488,-0.006408420029200048
600210,2014-01-10,2.99,2.98,2.99,2.93,2.95,5311245,15691244.0,0.0,,,-0.013377926421404692,3.01,,,,3.0307526880925058,3.0430756183217986,-0.012322930229292872,-0.00764250370352527,-0.009360853051535204
600210,2014-01-13,2.95,2.95,2.97,2.9,2.93,3745601,10974688.0,0.0,,,-0.0067796610169491575,2.9899999999999998,,,,3.0097271549994753,3.0248563343856505,-0.015129179386175196,-0.009441692657033464,-0.011374973458283463
600210,2014-01-14,2.93,2.93,2.98,2.9,2.98,4377903,12879443.0,0.0,,,0.01706484641638219,2.9759999999999986,,,,3.0038460656627213,3.018207640901413,-0.01436157523869186,-0.010578209941059902,-0.007566730595263915
600210,2014-01-15,2.98,2.97,2.98,2.94,2.97,3634873,10752180.0,0.0,,,-0.0033557046979865056,2.9639999999999986,3.0260000000000002,,,2.9974322493737198,3.011555455646941,-0.014123206273221278,-0.011372494906218718,-0.0055014227340051194
600210,2014-01-16,2.97,2.98,3.0,2.95,2.98,2911836,8667252.0,0.0,,,0.003367003367003295,2.961999999999999,3.0029999999999992,,,2.994242568059549,3.00746270305275,-0.013220134993201071,-0.01177674799995311,-0.002886773986495922
600210,2014-01-17,2.98,2.98,2.98,2.94,2.94,3136556,9257290.0,0.0,,,-0.01342281879194632,2.959999999999998,2.984999999999999,,,2.9845984175292952,2.9991738470126066,-0.014575429483311364,-0.012377787410409003,-0.004395284145804722
600210,2014-01-20,2.94,2.93,3.0,2.9,2.94,3642992,10752067.0,0.0,,,0.0,2.961999999999999,2.9759999999999986,,,2.9768544379753843,2.9922416415084774,-0.015387203533093086,-0.01301468441823589,-0.00474503822971439
600210,2014-01-21,2.94,2.94,3.02,2.92,3.01,5456518,16340138.0,0.0,,,0.02380952380952376,2.967999999999998,2.971999999999998,,,2.982498068909775,2.9942361165051534,-0.011738047595378553,-0.012747611042375298,0.00201912689399349
600210,2014-01-22,3.01,2.99,3.06,2.99,3.06,5042077,15335077.0,0.0,,,0.01661129568106321,2.9859999999999984,2.9749999999999988,,,2.9954809691541464,3.001350157784717,-0.005869188630570399,-0.011321758845785837,0.010905140430430876
600210,2014-01-23,3.06,3.07,3.07,3.02,3.04,4033169,12270185.0,0.0,,,-0.006535947712418306,2.9979999999999984,2.979999999999998,,,3.0028380900141665,3.0053932487813104,-0.0025551587671439613,-0.00951765790297122,0.013924998271654516
600210,2014-01-24,3.04,3.04,3.09,3.02,3.07,6136730,18788168.0,0.0,,,0.009868421052631514,3.0239999999999982,2.991999999999998,,,3.0138118950729114,3.0119513982323136,0.0018604968405977473,-0.007189603837140559,0.018100201355476613
600210,2014-01-27,3.07,3.05,3.06,3.02,3.03,5198925,15812945.0,0.0,,,-0.013029315960912065,3.0419999999999985,3.001999999999998,,,3.016431909089209,3.0137345682663543,0.002697340822854777,-0.005175939961623786,0.015746561568957124
600210,2014-01-28,3.03,3.03,3.05,3.01,3.04,2799819,8488229.0,0.0,,,0.003300330033003377,3.0479999999999987,3.0079999999999982,,,3.0202160790884807,3.0162669359434338,0.003949143145046907,-0.0033242374953711957,0.014546761280836207
600210,2014-01-29,3.04,3.04,3.05,3.02,3.04,2746806,8340856.0,0.0,,,0.0,3.0439999999999987,3.0149999999999983,3.0204999999999997,,3.023371455275002,3.0185051442733433,0.004866311001658907,-0.001667021395168127,0.013066664793654068
600210,2014-01-30,3.04,3.04,3.04,3.01,3.03,2302848,6964110.0,0.0,,,-0.003289473684210602,3.041999999999999,3.0199999999999987,3.0114999999999994,,3.0244227195922084,3.019567697342156,0.004855022250052521,-0.00035046961928928533,0.010410983738683613
600210,2014-02-07,3.03,3.0,3.03,2.97,3.03,3216092,9667280.0,0.0,,,0.0,3.033999999999999,3.028999999999998,3.007,,3.025303074980959,3.0205146419785467,0.004788433002412162,0.0006849509604280833,0.008206964083968158
600210,2014-02-10,3.03,3.03,3.11,3.02,3.1,7377685,22725722.0,0.0,,,0.0231023102310232,3.0479999999999987,3.0449999999999977,3.0104999999999995,,3.037046757868815,3.0276110777527667,0.009435680116048228,0.002445489174871737,0.013980381882352982
600210,2014-02-11,3.1,3.09,3.13,3.08,3.12,7233688,22494142.0,0.0,,,0.006451612903225812,3.0639999999999987,3.0559999999999983,3.014,,3.050044656665066,3.035735995817388,0.014308660847678123,0.00482938112085752,0.018958559453641208
600210,2014-02-12,3.12,3.13,3.17,3.09,3.17,10500111,32839993.0,0.0,,,0.01602564102564097,3.089999999999999,3.0669999999999984,3.0210000000000004,,3.068787104219261,3.0473820032085506,0.02140510101071058,0.00815709685342011,0.026496008314580943
600210,2014-02-13,3.17,3.16,3.19,3.12,3.14,8712669,27458563.0,0.0,,,-0.00946372239747628,3.1119999999999988,3.076999999999998,3.0285,,3.0798871483179426,3.055315174285695,0.024571974032247645,0.011450024552479409,0.026243898959536473
600210,2014-02-14,3.14,3.13,3.18,3.12,3.17,7984155,25160748.0,0.0,,,0.009554140127388472,3.14,3.0869999999999984,3.0394999999999994,,3.093904765215582,3.0650260159296483,0.028878749285933925,0.014944217940381031,0.027869062691105787
600210,2014-02-17,3.17,3.17,3.2,3.16,3.2,11169348,35513952.0,0.0,,,0.00946372239747642,3.16,3.1039999999999983,3.053,,3.110380366833846,3.0763349493765726,0.03404541745727352,0.01877186158332471,0.03054711174789762
