SecurityID,DateTime,PreClosePx,OpenPx,HighPx,LowPx,LastPx,Volume,Amount,IOPV,fp_Volume,fp_Amount,UpRate,Mean5,Mean10,Mean20,Mean30,EMA12,EMA26,DIF,DEA,MACD
124075,2014-01-02,96.47,96.2,96.2,96.2,96.2,1,962.0,0.0,,,-0.0027987975536435785,,,,,96.2,96.2,0.0,0.0,0.0
124075,2014-01-03,96.2,101.0,101.0,101.0,101.0,1,1010.0,0.0,,,0.049896049896049864,,,,,98.8,98.6923076923077,0.10769230769230376,0.05982905982905764,0.09572649572649224
124075,2014-01-06,101.0,96.2,96.2,96.2,96.2,1,962.0,0.0,,,-0.0475247524752475,,,,,97.78521939953811,97.79684573681618,-0.011626337278073606,0.030544061014659587,-0.0843407965854664
124075,2014-01-13,96.2,92.5,96.2,92.5,96.2,3,2849.0,0.0,,,0.0,,,,,97.2848275862069,97.35043745028975,-0.06560986408284464,-0.002028406836798479,-0.12716291449209233
124075,2014-01-17,96.2,100.0,100.0,100.0,100.0,1,1000.0,0.0,,,0.03950103950103947,97.92,,,,98.02253022707166,97.96488193395041,0.05764829312124675,0.015724062213072185,0.08384846181634914
124075,2014-01-21,100.0,95.39,99.95,95.0,98.06,79815,76140218.0,0.0,,,-0.019399999999999976,98.292,,,,98.03163735317067,97.98393332394566,0.04770402922500239,0.024392411325075122,0.04662323579985453
124075,2014-01-22,98.06,97.33,98.0,95.4,95.89,25612,24920341.0,0.0,,,-0.022129308586579664,97.27,,,,97.55373847082797,97.61153813694455,-0.05779966611657983,0.003591789209692178,-0.12278291065254401
124075,2014-01-23,95.89,95.44,95.98,95.44,95.57,24518,23400011.0,0.0,,,-0.003337157159245045,97.14400000000002,,,,97.13976282753777,97.28259575718577,-0.14283292964800864,-0.03159682424926175,-0.2224722107974938
124075,2014-01-24,95.57,96.48,96.48,96.48,96.48,1,965.0,0.0,,,0.009521816469603546,97.20000000000002,,,,97.00923825732957,97.16363344663674,-0.15439518930716645,-0.05996385578346824,-0.1888626670473964
124075,2014-01-27,96.48,95.16,96.42,95.16,96.42,55,52893.0,0.0,,,-0.0006218905472637051,96.484,97.20199999999998,,,96.89757783656977,97.06101926855311,-0.16344143198334393,-0.08314883971729518,-0.1605851845320975
124075,2014-01-28,96.42,99.99,99.99,99.99,99.99,1,1000.0,0.0,,,0.03702551337896695,96.87000000000002,97.58099999999996,,,97.46341652891259,97.4409089973242,0.022507531588388474,-0.06003182938936321,0.16507872195550338
124075,2014-01-29,99.99,98.0,99.99,96.0,99.83,23,22876.0,0.0,,,-0.0016001600160015662,97.65800000000002,97.46399999999996,,,97.88418730091074,97.734446470504,0.14974083040674202,-0.0149814595908232,0.32944457999513044
124075,2014-01-30,99.83,95.5,99.82,95.5,99.21,18,17746.0,0.0,,,-0.006210557948512517,98.38600000000002,97.76499999999996,,,98.11439875241166,97.90730730033361,0.20709145207804625,0.03201688400652551,0.35014913614304144
124075,2014-02-07,99.21,95.0,99.2,95.0,99.2,3,2900.0,0.0,,,-0.00010079629069641071,98.93000000000002,98.06499999999996,,,98.29924198357342,98.05249207454015,0.24674990903326943,0.07693919305781174,0.3396214319509154
