SecurityID,DateTime,PreClosePx,OpenPx,HighPx,LowPx,LastPx,Volume,Amount,IOPV,fp_Volume,fp_Amount,UpRate,Mean5,Mean10,Mean20,Mean30,EMA12,EMA26,DIF,DEA,MACD,K,D,J
601137,2014-01-02,14.99,14.9,14.91,14.66,14.71,751020,11066869.0,0.0,,,-0.018679119412941918,,,,,14.71,14.71,0.0,0.0,0.0,,,
601137,2014-01-03,14.71,14.72,14.82,14.42,14.46,579590,8407545.0,0.0,,,-0.016995241332426917,,,,,14.564166666666667,14.580833333333336,-0.016666666666669272,-0.009722222222223742,-0.01388888888889106,,,
601137,2014-01-06,14.46,14.8,14.8,14.43,14.47,421694,6121146.0,0.0,,,0.0006915629322268178,,,,,14.52183486238532,14.541399481673459,-0.01956461928813802,-0.014146786040845755,-0.010835666494584527,,,
601137,2014-01-07,14.47,14.57,14.65,14.45,14.63,327959,4772754.0,0.0,,,0.011057360055286809,,,,,14.563614864864862,14.565812153163156,-0.002197288298294353,-0.009531157971369256,0.014667739346149806,,,
601137,2014-01-08,14.63,14.65,14.9,14.58,14.73,538400,7948133.0,0.0,,,0.0068352699931647064,14.6,,,,14.622011401841835,14.603168863471582,0.018842538370252626,0.00042721725392443446,0.036830642232656384,,,
601137,2014-01-09,14.73,14.9,14.9,14.6,14.66,485274,7128040.0,0.0,,,-0.004752206381534303,14.589999999999998,,,,14.634527562142239,14.614286980103486,0.020240582038752564,0.006955156208260793,0.02657085166098354,,,
601137,2014-01-10,14.66,14.66,14.75,14.55,14.65,392764,5753464.0,0.0,,,-0.000682128240109126,14.627999999999995,,,,14.639411578470066,14.620463779555891,0.01894779891417464,0.010740743413581989,0.016414111001185304,,,
601137,2014-01-13,14.65,14.65,14.92,14.61,14.84,661974,9788731.0,0.0,,,0.012969283276450477,14.701999999999998,,,,14.700888236633855,14.654719315566812,0.046168921067042845,0.02159882759588793,0.04914018694230983,,,
601137,2014-01-14,14.84,14.82,15.1,14.76,15.06,1035060,15484225.0,0.0,,,0.014824797843665813,14.788,,,,14.808710208897898,14.71265536472336,0.09605484417453702,0.04395396984793637,0.10420174865320131,94.11764705882365,94.11764705882365,94.11764705882365
601137,2014-01-15,15.06,15.11,15.13,14.94,15.03,815719,12251228.0,0.0,,,-0.001992031872510036,14.847999999999999,14.724,,,14.87419994946713,14.75472119290674,0.11947875656039031,0.06630519836015923,0.10634711640046215,89.19635459817724,91.16487158243581,85.25932062966012
